"id","name","code"
10797,"Buenaventura Airport","BUN"
10798,"Burao Airport","BUO"
10799,"Bulawayo Airport","BUQ"
10800,"Bob Hope","BUR"
10801,"Batumi Airport","BUS"
10802,"Buyo Airport","BUU"
10803,"Bella Union Airport","BUV"
10804,"Bunia Airport","BUX"
10805,"Bunbury Airport","BUY"
10806,"Bushehr Airport","BUZ"
10807,"Beauvais Tille","BVA"
10808,"Atlas Brasil Cantanhede","BVB"
10809,"Beaver Inlet Seaport","BVD"
10810,"Birdsville Airport","BVI"
10811,"Bartlesville Municipal","BVO"
10812,"Beaver Island","BVR"
10814,"Batesville Regional","BVX"
10815,"Beverly Municipal","BVY"
10816,"Gautam Buddha","BWA"
10817,"Brownwood Regional","BWD"
10818,"Braunschweig/Wolfsburg","BWE"
10819,"Bowling Green-Warren County Regional","BWG"
10820,"Butterworth A/D Penang","BWH"
10821,"Baltimore/Washington International","BAL"
10822,"Bawan Airport","BWJ"
10823,"Bowman County","BWM"
10824,"Brunei International","BWN"
10825,"Blaine Municipal","BWS"
10826,"Wynyard","BWT"
10827,"RAF Bentwaters","BWY"
10828,"Sheraton Inn Heliport","BXC"
10829,"Bade Airport","BXD"
10830,"Bakel Airport","BXE"
10832,"Borrego Valley","BXS"
10833,"Bancasi","BXU"
10834,"Boundary Airport","BYA"
10835,"Yacuiba Airport","BYC"
10836,"Rock Hill/York County/Bryant Field","RKH"
10837,"Johnson County","BYG"
10838,"Arkansas International","BYH"
10839,"Burley Municipal","BYI"
10840,"Bouake Airport","BYK"
10841,"Boyne Mountain","MI5"
10842,"Bantry Airport","BYT"
10843,"Bayreuth Airport","BYU"
10844,"Blakely Island Airport","BYW"
10845,"Bonanza Airport","BZA"
10846,"Philip S. W. Goldson International","BZE"
10847,"Bydgoszcz Airport","BZG"
10848,"Balikesir Airport","BZI"
10849,"Bozeman Yellowstone International","BZN"
10850,"Bolzano Airport","BZO"
10851,"Beziers Vias","BZR"
10852,"Buzzards Point Seaplane Base","BZS"
10853,"Eagle Air Park","BZT"
10854,"Maya Maya","BZV"
10856,"Brize Norton Airport","BZZ"
10857,"Camarillo Airport","C01"
10858,"Bakersfield Municipal","C02"
10859,"Koala Mine Airport","CA1"
10860,"Lake Simcoe Airport","CA2"
10861,"Thetford Mines Airport","CA3"
10862,"Pelee Island Airport","CA4"
10863,"Calgary Springbank","CA5"
10865,"Cabinda Airport","CAB"
10866,"Aeroporto Regional Do Oeste","CAC"
10867,"Wexford County","CAD"
10868,"Columbia Metropolitan","CAE"
10869,"Carauari Airport","CAF"
10870,"Cagliari/Elmas","CAG"
10871,"Ca Mau Airport","CAH"
10872,"Cairo International","CAI"
10873,"Canaima Airport","CAJ"
10874,"Akron-Canton Regional","CAK"
10875,"Campbeltown Airport","CAL"
10876,"Choreti","CAM"
10877,"Baiyun","CAN"
10878,"Cap-Haitien International","CAP"
10879,"Caribou Municipal","CAR"
10880,"Anfa","CAS"
10881,"New Bight Airport","CAT"
10882,"Bartolomeu Lisandro","CAW"
10883,"Carlisle Airport","CAX"
10884,"Cayenne Felix Eboue","CAY"
10885,"Cobar Airport","CAZ"
10886,"Corner Bay Airport","CBA"
10887,"Jorge Wilstermann","CBB"
10888,"Cumberland Municipal","CBE"
10889,"Council Bluffs Municipal","CBF"
10890,"Cambridge Airport","CBG"
10891,"Bechar/Leger","CBH"
10892,"Murray","CBK"
10893,"Ciudad Bolivar Airport","CBL"
10894,"Columbus AFB","CBM"
10895,"Cotabato Airport","CBO"
10896,"Calabar Airport","CBQ"
10897,"Canberra Airport","CBR"
10898,"Coban Airport","CBV"
10899,"Canobie Airport","CBY"
10900,"Cayo Coco Airport","CCC"
10902,"Carcassonne Salvaza","CCF"
10903,"Chile Chico Airport","CCH"
10904,"Concordia Airport","CCI"
10905,"Calicut Airport","CCJ"
10906,"Cocos Island International","CCK"
10907,"Criciuma","CCM"
10908,"Chakhcharan Airport","CCN"
10909,"Carriel Sur International","CCP"
10910,"Buchanan Field","CCR"
10911,"Simon Bolivar International","CCS"
10912,"Dum Dum","CCU"
10914,"Caceres Airport","CCX"
10915,"Charles City Municipal","CCY"
10916,"Chub Cay Airport","CCZ"
10917,"Cold Bay Airport","CDB"
10918,"Cedar City Regional","CDC"
10919,"Cortina d'Ampezzo Airport","CDF"
10920,"Charles de Gaulle","CDG"
10921,"Harrell Field","CDH"
10922,"Conceicao Do Araguaia Airport","CDJ"
10923,"Candle 2","CDL"
10924,"Woodward Field","CDN"
10925,"Chadron Municipal","CDR"
10926,"Cordova Mile 13","CDV"
10927,"Caldwell Wright","CDW"
10928,"Cessna Aircraft Field","CEA"
10929,"Mactan-Cebu International","CEB"
10930,"Jack McNamara Field","CEC"
10931,"Ceduna Airport","CED"
10933,"Westover AFB","CEF"
10934,"Hawarden","CEG"
10935,"Chiang Rai Airport","CEI"
10936,"Balandino","CEK"
10937,"Cape Eleuthera Airport","CEL"
10938,"Central Airport","CEM"
10939,"Ciudad Obregon International","CEN"
10940,"Waco Kungo Airport","CEO"
10941,"Concepcion Airport","CEP"
10942,"Cannes Mandelieu","CEQ"
10943,"Cherbourg Manche","CER"
10944,"Cholet Le Pontreau","CET"
10945,"Clemson-Oconee County","CEU"
10946,"Mettel Field","CEV"
10947,"Bob Sikes","CEW"
10948,"Chena Hot Springs Airport","CEX"
10949,"Kyle-Oakley Field","CEY"
10950,"Cortez Montezuma County","CEZ"
10951,"Coffee Point Airport","CFA"
10952,"Cabo Frio Airport","CFB"
10953,"Aulnat","CFE"
10954,"Jaime Gonzalez","CFG"
10955,"Silver City Airport","CFQ"
10956,"Caen Carpiquet","CFR"
10957,"Coffs Harbour Airport","CFS"
10958,"Greenlee County","CFT"
10959,"Ioannis Kapodistrias International","CFU"
10960,"Coffeyville Municipal","CFV"
10961,"Craig Seaplane Base","CGA"
10962,"Marechal Rondon International","CGB"
10963,"Cape Gloucester Airport","CGC"
10964,"Cambridge Dorchester","CGE"
10965,"Cuyahoga County","CGF"
10966,"Congonhas","CGH"
10967,"Cape Girardeau Regional","CGI"
10968,"Soekarno-Hatta International","CGK"
10969,"Camiguin Airport","CGM"
10970,"Cologne Bonn","CGN"
10971,"Xinzheng","CGO"
10972,"Chittagong Airport","CGP"
10973,"Dafangshen","CGQ"
10974,"Campo Grande Air Base","CGR"
10975,"College Park Airport","CGS"
10976,"Ciudad Guayana Metropolitan Area","CGU"
10977,"Meigs Field","CGX"
10978,"Cagayan de Oro","CGY"
10979,"Casa Grande Municipal","CGZ"
10980,"Lovell Field","CHA"
10981,"Christchurch International","CHC"
10982,"Chandler Municipal","CHD"
10983,"Caherciveen Reenroe","CHE"
10984,"Jinhae","CHF"
10985,"Chaoyang Airport","CHG"
10986,"Chicago Metropolitan Area","CHI"
10987,"Challis Airport","CHL"
10988,"Chimbote Airport","CHM"
10990,"Charlottesville Albemarle","CHO"
10991,"Circle Hot Springs Airport","CHP"
10992,"Souda","CHQ"
10993,"Chateauroux Airport","CHR"
10994,"Charleston AFB/International","CHS"
10995,"Chatham Islands Airport","CHT"
10996,"Chuathbaluk Airport","CHU"
10997,"Jiayuguan","CHW"
10998,"Changuinola 1","CHX"
10999,"Chiloquin State","CHZ"
11000,"Ciampino","CIA"
11001,"Catalina","CIB"
11002,"Chico Municipal","CIC"
11003,"Cedar Rapids Municipal","CID"
11004,"Craig-Moffat","CIG"
11005,"Changzhi Airport","CIH"
11006,"Cap Av Civ Anibal Arab Fadul","CIJ"
11007,"Chalkyitsik Airport","CIK"
11008,"Council Airport","CIL"
11009,"Arthur N Neu","CIN"
11010,"Chipata Airport","CIP"
11011,"Cairo Regional","CIR"
11013,"Chippewa County International","CIU"
11014,"Chomley Airport","CIV"
11015,"Canouan Airport","CIW"
11016,"Cap FAP Jose A Quinones Gonzales International","CIX"
11017,"Comiso Airport","CIY"
11018,"Cajamarca Airport","CJA"
11019,"Coimbatore Airport","CJB"
11020,"El Loa","CJC"
11021,"Crafton Island Airport","CJI"
11023,"Chitral Airport","CJL"
11024,"Abraham Gonzalez International","CJS"
11025,"Jeju International","CJU"
11026,"Clay Center Municipal","CJW"
11027,"Benedum","CKB"
11028,"Crooked Creek Airport","CKD"
11029,"Pearce Field","CKE"
11030,"Jiangbei","CKG"
11031,"Fletcher Field","CKM"
11032,"Cancun International","CUN"
11033,"Carajas Airport","CKS"
11034,"Cordova Municipal","CKU"
11035,"Outlaw Field","CKV"
11036,"Chicken Airport","CKX"
11037,"Ahmed Sekou Toure International","CKY"
11038,"Comilla Airport","CLA"
11039,"Castlebar Airport","CLB"
11040,"Clear Lake Metroport","CLC"
11041,"McClellan-Palomar","CLD"
11042,"Cleveland-Hopkins International","CLE"
11043,"Clear Mews","CLF"
11044,"Coalinga Municipal","CLG"
11045,"Coolah Airport","CLH"
11046,"Clintonville Municipal","CLI"
11047,"Avram Iancu","CLJ"
11048,"Clinton Municipal","CLK"
11049,"Easterwood Field","CLL"
11050,"William R. Fairchild International","CLM"
11051,"Carolina Airport","CLN"
11052,"Alfonso Bonilla Aragon International","CLO"
11053,"Clarks Point Airport","CLP"
11054,"Colima Airport","CLQ"
11055,"Cliff Hatfield Memorial","CLR"
11056,"Chehalis Airport","CLS"
11057,"Charlotte Douglas International","CLT"
11058,"Columbus Municipal","CLU"
11059,"Calvi Sainte Catherine","CLY"
11060,"Cunnamulla Airport","CMA"
11061,"Bandaranaike International Colombo","CMB"
11062,"Cootamundra Airport","CMD"
11063,"Ciudad del Carmen International","CME"
11064,"Aix Les Bains","CMF"
11065,"Corumba International","CMG"
11066,"John Glenn Columbus International","CMH"
11067,"University of Illinois/Willard","CMI"
11068,"Chi Mei Airport","CMJ"
11069,"Carmelita Airport","CMM"
11070,"Mohammed V International","CMN"
11071,"Colmar Houssen","CMR"
11072,"Cameta Airport","CMT"
11073,"Chimbu","CMU"
11074,"Coromandel Airport","CMV"
11075,"Ignacio Agramonte International","CMW"
11076,"Houghton County Memorial","CMX"
11077,"Cananea Airport","CNA"
11078,"Coonamble Airport","CNB"
11079,"Coconut Island Airport","CNC"
11080,"Rum Kogalniceanu","CND"
11081,"Fremont County","CNE"
11082,"Tancredo Neves International","CNF"
11083,"Blosser Municipal","CNK"
11084,"Sindal Airport","CNL"
11085,"Cavern City Air Terminal","CNM"
11086,"Chino Airport","CNO"
11087,"Corrientes Airport","CNQ"
11088,"Chanaral Airport","CNR"
11089,"Cairns International","CNS"
11090,"Heart of Texas Industrial","CNW"
11091,"Chiang Mai International","CNX"
11092,"Canyonlands Field","CNY"
11093,"Marina Municipal","CO3"
11094,"Tolemaida AB","CO4"
11095,"Columbia Airport","COA"
11096,"Comodoro Pierrestegui","COC"
11097,"Yellowstone Regional","COD"
11098,"Coeur d'Alene - Pappy Boyington Field","COE"
11099,"Patrick AFB","COF"
11100,"Mandinga","COG"
11101,"Cooch Behar Airport","COH"
11102,"Coonabarabran Airport","COJ"
11103,"Cochin","COK"
11104,"Coll","COL"
11105,"Coleman Municipal","COM"
11106,"Concord Municipal","CON"
11107,"Card Bernardin Gadin de Cadjehoun International","COO"
11108,"Ambrosio L. V. Taravella","COR"
11109,"City of Colorado Springs Municipal","COS"
11110,"Cotulla-La Salle County","COT"
11111,"Columbia Regional","COU"
11112,"Coolawanyah Airport","COY"
11113,"Cape Palmas Airport","CPA"
11114,"Capurgana Airport","CPB"
11115,"Aviador C. Campos","CPC"
11116,"Coober Pedy Airport","CPD"
11117,"Campeche International","CPE"
11118,"Kastrup","CPH"
11119,"Cape Rodney Airport","CPN"
11120,"Chamonate","CPO"
11121,"Viracopos International","CPQ"
11122,"Casper/Natrona County International","CPR"
11123,"Bi-State Parks","CPS"
11124,"Cape Town International","CPT"
11125,"Presidente Joao Suassuna","CPV"
11126,"Benjamin Rivera Noriega","CPX"
11127,"Calais Dunkerque","CQF"
11128,"Glen-Aspen","CQL"
11130,"Cheraw Municipal/Lynch Bellinger Field","CQW"
11131,"Craiova Airport","CRA"
11132,"Collarenebri Airport","CRB"
11133,"Cartago Airport","CRC"
11134,"Comodoro Rivadavia Airport","CRD"
11135,"Grand Strand","CRE"
11136,"Craig Municipal","CRG"
11137,"Colonel Hill","CRI"
11138,"Diosdado Macapagal International","CRK"
11139,"Brussels South","CRL"
11140,"Corpus Christi International","CRP"
11141,"Caravelas Airport","CRQ"
11142,"Ceres Airport","CRR"
11143,"C David Campbell Field-Corsicana Municipal","CRS"
11144,"Carriacou Airport","CRU"
11145,"Crotone Airport","CRV"
11146,"Kanawha","CRW"
11147,"Roscoe Turner","CRX"
11148,"Cresswell Downs Airport","CSD"
11149,"Buckhorn Ranch","CSE"
11150,"Columbus Airport","CSG"
11151,"Casino Airport","CSI"
11152,"Clinton Sherman","CSM"
11153,"Carson","CSN"
11154,"Cape Spencer C.G. Helipad","CSP"
11155,"Casuarito Airport","CSR"
11156,"Cassilandia Airport","CSS"
11157,"Castaway Airport","CST"
11158,"Cape Sabine Airport","CSU"
11159,"Crossville Memorial-Whitson Field","CSV"
11160,"Huanghua","CSX"
11161,"Catania-Fontanarossa","CTA"
11162,"Cut Bank International","CTB"
11163,"Catamarca Aeroclub","CTC"
11164,"Rafael Nunez","CTG"
11165,"Chester County G. O. Carlson","CTH"
11166,"Charleville Airport","CTL"
11167,"Chetumal International","CTM"
11168,"Cooktown Airport","CTN"
11169,"Calverton Executive Airpark","CTO"
11170,"New Chitose","CTS"
11171,"Le Castellet Airport","CTT"
11172,"Chengdu Airport","CTU"
11173,"Cottonwood Airport","CTW"
11174,"Cortland County Chase Field","CTX"
11175,"Cross City Airport","CTY"
11176,"Jim Hamilton L. B. Owens","CUB"
11177,"Camilo Daza","CUC"
11178,"Cuenca Airport","CUE"
11179,"Levaldigi","CUF"
11180,"Culiacan International","CUL"
11181,"Cumana Airport","CUM"
11183,"General Jose Francisco Bermudez","CUP"
11184,"Coen Airport","CUQ"
11185,"Dr Albert Plesman","CUR"
11186,"Cutral-Co Airport","CUT"
11187,"Chihuahua International","CUU"
11188,"Cube Cove Airport","CUW"
11189,"Cue Airport","CUY"
11190,"Teniente Alejandro Velasco Astete International","CUZ"
11191,"Civic Arena H/P","CVA"
11192,"Courchevel Airport","CVF"
11193,"Cincinnati/Northern Kentucky International","CVG"
11194,"Cuernavaca Airport","CVJ"
11195,"Cape Vogel Airport","CVL"
11196,"Ciudad Victoria International","CVM"
11197,"Clovis Municipal","CVN"
11198,"Corvallis Municipal","CVO"
11199,"Carnarvon Airport","CVQ"
11200,"Cannon AFB","CVS"
11201,"Coventry Airport","CVT"
11202,"Charlevoix Municipal","CVX"
11203,"Central Wisconsin","CWA"
11204,"Afonso Pena","CWB"
11207,"Clinton Municipal","CWI"
11208,"Cardiff Airport","CWL"
11209,"Center Island Airport","CWS"
11210,"Cowra Airport","CWT"
11211,"Caicara Venez.","CXA"
11212,"Cox's Bazar Airport","CXB"
11213,"Chitina Airport","CXC"
11214,"Coldfoot Airport","CXF"
11215,"Coal Harbour Seaplane Base","CXH"
11216,"Christmas Island Airport","CXI"
11217,"Campo Dos Bugres","CXJ"
11218,"Calexico International","CXL"
11219,"Conroe North Houston Regional","CXO"
11220,"Tunggul Wulung","CXP"
11222,"Charters Towers Airport","CXT"
11223,"Cat Cay Airport","CXY"
11224,"Cayes","CYA"
11225,"Charles Kirkconnell International","CYB"
11226,"Caye Chapel Airport","CYC"
11227,"Chefornak Airport","CYF"
11229,"Chiayi Airport","CYI"
11230,"Chatham Airport","CYM"
11231,"Calbayog Airport","CYP"
11232,"Colonia International","CYR"
11233,"Cheyenne Regional/Jerry Olson Field","CYS"
11234,"Yakataga","CYT"
11235,"Cauayan Airport","CYZ"
11236,"Chichen Itza Airport","CZA"
11237,"Cruz Alta Airport","CZB"
11238,"Copper Center 2","CZC"
11240,"Jose Leonardo Chirino","CZE"
11241,"Cape Romanzof AFS","CZF"
11242,"Corozal Airport","CZH"
11243,"Constantine/Ain El Bey","CZL"
11244,"Cozumel International","CZM"
11245,"Chisana Airport","CZN"
11246,"Chistochina Airport","CZO"
11247,"Cape Pole Airport","CZP"
11248,"Cruzeiro Do Sul Airport","CZS"
11249,"Las Brujas","CZU"
11250,"Czestochowy","CZW"
11251,"Benniu","CZX"
11252,"Daytona Beach International","DAB"
11253,"Hazrat Shahjalal International","DAC"
11254,"Danang Airport","DAD"
11255,"Daet Airport","DAE"
11256,"Daup Airport","DAF"
11257,"Barstow-Daggett","DAG"
11258,"Dakhla","DAK"
11259,"Dallas Love Field","DAL"
11260,"Damascus International","DAM"
11261,"Danville Regional","DAN"
11262,"Dar Es Salaam Airport","DAR"
11263,"Datong Airport","DAT"
11264,"Daru Airport","DAU"
11265,"Enrique Malek International","DAV"
11266,"Daxian Airport","DAX"
11267,"James M Cox/Dayton International","DAY"
11269,"Al Alamain International","DBB"
11271,"Debre Marcos","DBM"
11272,"W H Bud Barron","DBN"
11273,"Dubbo Airport","DBO"
11274,"Dubuque Regional","DBQ"
11275,"Debre Tabor","DBT"
11276,"Dubrovnik Airport","DBV"
11277,"Dalby Airport","DBY"
11278,"Ronald Reagan Washington National","DCA"
11279,"Canefield","DCF"
11280,"Dahl Creek Airport","DCK"
11281,"RAF Finningley","DCS"
11282,"Pryor Field Regional","DCU"
11283,"Dodge City Regional","DDC"
11284,"Dorado Airport","DDP"
11285,"Zweibrucken Airport","DE1"
11286,"Dera Ghazi Khan International","DEA"
11287,"Debrecen Airport","DEB"
11288,"Decatur Airport","DEC"
11289,"Decorah Municipal","DEH"
11290,"Delhi Airport","DEL"
11291,"Dembi Dollo Airport","DEM"
11292,"Denver International","DEN"
11294,"Desroches Airport","DES"
11295,"Coleman A. Young Municipal","DET"
11296,"Al Jafrah/Deir Ezzor","DEZ"
11297,"Defiance Memorial","DFI"
11298,"Dallas Fort Worth Regional","DFW"
11299,"Danger Bay Airport","DGB"
11301,"Durango International","DGO"
11302,"Dumaguete Airport","DGT"
11303,"Converse County","DGW"
11304,"Dhahran Airport","DHA"
11306,"Dhangadhi Airport","DHI"
11307,"Dhala Airport","DHL"
11308,"Dothan Regional","DHN"
11309,"Dalhart Municipal","DHT"
11311,"Dibrugarh (Mohanbari)","DIB"
11312,"Arrachart","DIE"
11313,"Zhongdian","DIG"
11314,"Dijon Longvic","DIJ"
11315,"Dickinson - Theodore Roosevelt Regional","DIK"
11316,"Presidente Nicolau Lobato International","DIL"
11317,"Diomede Heliport","DIO"
11318,"Aba Tenna Dejazmatch Yilma","DIR"
11319,"Dolisie Airport","DIS"
11320,"Diu Airport","DIU"
11321,"Divo Airport","DIV"
11322,"Diyarbakir Airport","DIY"
11323,"Paalmerah","DJB"
11324,"Djerba Airport","DJE"
11325,"Tiska","DJG"
11326,"Djapura","DJJ"
11327,"Delta Junction Airport","DJN"
11328,"Daloa Airport","DJO"
11329,"Kolding Vamdrup Airport","DK1"
11330,"Kyboola","DKI"
11331,"Chautauqua County/Dunkirk","DKK"
11332,"Dakar/Yoff","DKR"
11333,"Douala Airport","DLA"
11334,"Dalian Airport","DLC"
11335,"Laughlin AFB","DLF"
11336,"Dillingham Airport","DLG"
11337,"Duluth International","DLH"
11338,"Dalat/Lien Khuong","DLI"
11339,"Dillon County","DLL"
11340,"Dalaman Airport","DLM"
11341,"Dolomi Airport","DLO"
11342,"Columbia Gorge Regional/The Dalles Municipal","DLS"
11343,"Dali City Airport","DLU"
11344,"Davis Monthan AFB","DMA"
11345,"Domodedovo","DME"
11348,"Deming Municipal","DMN"
11349,"Sedalia Memorial","DMO"
11350,"Manipur Road","DMU"
11351,"Kadena AB","DNA"
11352,"Dunbar Airport","DNB"
11353,"Duncan Canal Airport","DNC"
11354,"Dundee Airport","DND"
11355,"Dallas North","DNE"
11357,"Dnipro International","DNK"
11358,"Daniel Field","DNL"
11359,"Dalton Municipal","DNN"
11360,"Dianopolis Airport","DNO"
11361,"Deniliquin Airport","DNQ"
11362,"Dinard Pleurtuit Saint Malo","DNR"
11363,"Vermilion Regional","DNV"
11365,"Cardak","DNZ"
11366,"Dodoma Airport","DOD"
11367,"Dora Bay Airport","DOF"
11368,"Dongola Airport","DOG"
11369,"Doha International","DOH"
11370,"Donetsk International","DOK"
11371,"Deauville Normandie","DOL"
11372,"Douglas Charles","DOM"
11373,"Dos Lagunas Airport","DON"
11374,"Dourados Airport","DOU"
11375,"Dover AFB","DOV"
11376,"Du Page County","DPA"
11377,"Michael AAF","DPG"
11378,"Dipolog Airport","DPL"
11379,"Devonport Airport","DPO"
11380,"Bali International","DPS"
11381,"Badami","AA8"
11382,"Montijo Airport","DQB"
11383,"Sebastian Municipal","DQC"
11384,"Allen H Tigert","DQD"
11385,"Holtville Airport","DQE"
11387,"Springfield Robertson County","DQG"
11388,"Alpine Air Strip","DQH"
11389,"Colusa Airport","DQI"
11390,"Dunn County Weydahl Field","DQJ"
11391,"Wheeler-Sack AAF","DQK"
11392,"Lake Hood","DQL"
11394,"New Smyrna Beach Municipal","DQN"
11395,"Delhi Municipal","DQO"
11396,"Marshall Field","DQP"
11397,"Cozad Municipal","DQQ"
11398,"Grand Canyon West","DQR"
11399,"Bar Ten Airstrip","DQS"
11400,"Boscombe Down","DQT"
11401,"Neets Bay","DQU"
11402,"Glacier Point","DQV"
11403,"Hualapai","DQW"
11404,"Tsui River Airport","DQX"
11405,"Cape Canaveral AFS","DQY"
11406,"Platinum Mine","DQZ"
11407,"Desert Rock","DRA"
11408,"Derby Airport","DRB"
11409,"Drummond Island Airport","DRE"
11410,"Drift River Airport","DRF"
11411,"Deering Airport","DRG"
11412,"Dirranbandi Airport","DRN"
11413,"Durango La Plata County","DRO"
11414,"Dresden Airport","DRS"
11415,"Del Rio International","DRT"
11416,"Drummond Airport","DRU"
11417,"Darwin International","DRW"
11418,"Doncaster Sheffield","DSA"
11419,"La Desirade Airport","DSD"
11420,"Dessie/Combolcha","DSE"
11421,"Destin Executive","DSI"
11422,"D. I. Khan","DSK"
11423,"Des Moines International","DSM"
11424,"Delta Airport","DTA"
11425,"Furnace Creek","DTH"
11427,"Detroit Lakes-Wething Field","DTL"
11428,"Dortmund Airport","DTM"
11429,"Shreveport Downtown","DTN"
11430,"Denton Enterprise","DTO"
11431,"Decatur","DTR"
11432,"Detroit Metropolitan Area","DTT"
11433,"Detroit Metro Wayne County","DTW"
11434,"Eaker Field","DUA"
11435,"Dublin Airport","DUB"
11436,"Halliburton Field","DUC"
11437,"Dunedin Airport","DUD"
11438,"Dundo Airport","DUE"
11439,"Pine Island","DUF"
11440,"Bisbee Douglas International","DUG"
11441,"DuBois Jefferson County","DUJ"
11442,"Duncan","DUQ"
11443,"Louis Botha","DUR"
